artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[新聞]準大法官呂太郎支持安樂死主張設立特別,2019/06/26,02:01:22,https://www.ptt.cc/bbs/Gossiping/M.1561543645.A.4CF.html,go190214,Gossiping,464,360,9,"1.媒體來源:
2.記者署名
3.完整新聞標題:
4.完整新聞內文:

立法院院會今進行為期二天的大法官人事案審查。被提名人司法院秘書長呂太郎在回答國
民黨立委許毓仁針對是否支持安樂死提問時表示，在確保不至於誤殺得情況下，各人支持
安樂死，並表示應透過特別法的方式來做規範。

呂太郎表示，對安樂死個人支持，只要確保不至於誤殺，從人性尊嚴角度來看，人有權決
定自己生命終止的方式。

許毓仁提問，關於現行刑法275條加工自殺罪，禁止受囑託或得承諾幫助他人自殺的規定
是否違憲？

呂太郎回應，安樂死與刑法275條加工自殺罪所規範內容，兩者情況不同。刑法的加工自
殺罪並未對一些特別程序討論。「一個人要很有尊嚴地結束自己的生命沒有錯，但重要的
一件事情是，當他不能表達意思的時候，誰了解他真正的意向為何？」呂太郎以植物人舉
例，或許外人看來植物人不想活了，但是誰又知道呢？或許其內心深處仍抱有一絲希望。
呂說，這是一個非常複雜、嚴謹的討論，和刑法加工自殺有所不同。

許毓仁表示，推動安樂死合法化，對減輕醫療負擔，給予人性尊嚴皆有幫助，能夠表達進
步的社會思想。並提問刑法275條加工自殺罪是否有修改必要？

呂太郎認為，刑法275條無修改必要，若將來要推動安樂死合法化，應設立一部嚴謹的特
別法。且推對安樂死並非以減輕醫療負擔做為出發點，應該更著重在保障人性尊嚴層面。

5.完整新聞連結 (或短網址):
http://bit.ly/2FBO830
6.備註:
"
Re:[新聞]準大法官呂太郎支持安樂死主張設立特別,2019/06/26,02:33:28,https://www.ptt.cc/bbs/Gossiping/M.1561545570.A.898.html,kilof,Gossiping,8,3,4,"欸欸欸欸

你各位是不是很多人搞不清楚什麼是安樂死啊？

怎麼一堆殺長期臥病老人的新聞或者照顧久病病人結果自殺的新聞

一堆人在下面怪沒有安樂死

安樂死是傅達仁那種活到不想活

而且審慎考慮跟經過專業評估的那種才是安樂死吧

一堆看到久病就喊要把病人送安樂死zzz


也不想想當初傅達仁還在考慮的時候多少鄉民叫他趕快死一死zz
"
[問卦]開放安樂死各位會想去死嗎,2019/06/26,18:39:46,https://www.ptt.cc/bbs/Gossiping/M.1561603548.A.B2C.html,wl02681945,Gossiping,58,36,2,"如題
死不能解決問題
但能解決有問題的人

燒炭跳樓都太痛苦還會為難到別人
如果安樂死開放

八卦板的各位會想死嗎

有沒有八卦"
[問卦]484台灣超過70歲的老人就該安樂死,2019/06/28,00:32:28,https://www.ptt.cc/bbs/Gossiping/M.1561711111.A.E05.html,z010529,Gossiping,19,5,9,"484台灣超過70歲的老人就該安樂死

老人占用醫療資源

又容易被政客洗腦 票都變亂投

484該處理一下
"
[問卦]安樂死什麼時候才合法？,2019/06/28,22:46:15,https://www.ptt.cc/bbs/Gossiping/M.1561791137.A.F89.html,happinessi,Gossiping,5,0,2,"如題
朋友主管年紀輕輕四十出頭就被發現癌症末期
雖然靠藥物控制住但錢也殆盡了

標靶藥物據說一天用萬元來計
健保藥物副作用很大會痛到生不如死
有些人一開始標靶後來都轉成健保藥
因為錢都花光了

朋友主管還算是很會賺錢的那種
如果今天是尋常百姓
那這龐大醫藥費是要怎麼處理
用便宜的藥每天很痛苦
用貴的藥家庭生計被拖垮
不醫就死
即便醫了也有機會復發

為何安樂死到現在還沒有通過？
"
Re:[問卦]安樂死什麼時候才合法？,2019/06/28,23:19:18,https://www.ptt.cc/bbs/Gossiping/M.1561793121.A.479.html,neowu,Gossiping,28,5,0,"我可以告訴你，就算安樂死合法了
也不可以是因為付不出錢而選擇安樂死

它必須滿足三個條件：
1.病人的意識要清楚，有行為能力
2.病人的疾病不可治癒而且已經試過所有的辦法都無法緩解
3.安樂死或協助自殺的用意在維護病人的尊嚴自主，而且必須排除社會、經濟因素。

所以不可以是因為付不出錢、想早點死拿遺產而選擇安樂死

有需求沒錯啊
可是你要怎麼立法，讓這個評估過程不要被濫用？
你可要仔細想清楚，這個是法律允許的合法殺人喔
另一個合法殺人的手段叫作「死刑」

更多訊息歡迎上我的粉絲頁：
東村誠醫師的診療室：
https://m.facebook.com/drmakoto2002/"
[問卦]主動安樂死可以解決高齡化問題嗎?,2019/07/03,09:13:19,https://www.ptt.cc/bbs/Gossiping/M.1562174361.A.859.html,lpbrother,Gossiping,26,8,2,"假設，某個年齡層以上

均可主動提出安樂死需求

不分是否有重大難治之疾病

只要他想死就可以死

這樣是不是就可以暫緩長照

跟太多老人帶來的社會福利資金不足等問題


有沒有八卦？
"
[問卦]安樂死修法公投,2019/07/07,19:33:16,https://www.ptt.cc/bbs/Gossiping/M.1562557160.A.3CA.html,didi181716,Gossiping,5,1,1,"如題

每個年齡層對安樂死的定義是什麼

我三十歲，過了某個歲數能決定自己生死，會活得比較自在一點，我的想法。

但不知道現在老年 中老年 跟更年輕一代的對安樂死的想法是什麼
"
[問卦]台灣為啥不通過安樂死,2019/07/11,10:51:11,https://www.ptt.cc/bbs/Gossiping/M.1562871433.A.BB7.html,zpeople,Gossiping,33,10,4,"如題，一直覺得把生命濃縮成精華版很棒，如嚴凱泰

然後趁著自己健康妻兒都和樂時，把一切紀錄起來然後刪遊戲不是很好嗎

為啥一定要等自己功能退化麻煩到子女，也折磨自己

而且台灣本身長照都建立在壓榨年輕人的基礎下

既沒有北歐的長照環境及稅收制度

也不學北歐先進安樂死系統

偏偏督賽康跟磨豆腐等異常先進

真的搞不懂!




















每次覺得投胎到台灣只比投胎到支那印度好一點，
"
Re:[問卦]台灣為啥不通過安樂死,2019/07/11,11:02:27,https://www.ptt.cc/bbs/Gossiping/M.1562872110.A.7D4.html,setsunabs,Gossiping,10,5,0,"安樂死只是基本人道精神而已
還不通過是要增加多少罪孽

余認為應存在更人道精神法案
稱之為『生活品質法』
下列情形者『強制』安樂死：
1、70歲以上生活無法自理者。
2、判定嚴重精神疾病者。
3、老人癡呆誰都不認識者。
............後再想想

也就是『生活痛苦指數』過高者
生不如死，為何不死，人終必死
"
[問卦]安樂死會引發多大爭議啊,2019/07/11,23:29:26,https://www.ptt.cc/bbs/Gossiping/M.1562916928.A.129.html,ph861403,Gossiping,16,8,0,"是這樣啦
這個世界有很多人都很痛苦的活在世界上
身心疾病等等的

但是也沒辦法找到合適的方法死去
就很希望能有安樂死

可是安樂死合法這個議題好像在臺灣的討論並不多
立委還是政治人物連提都不敢提

這個議題是不是比同婚、廢死更具有爭議性呢
這個議題到底困難在哪r
"
[新聞]法國「被動安樂死」爭議11年的結局：植物,2019/07/11,23:42:13,https://www.ptt.cc/bbs/Gossiping/M.1562917695.A.2A9.html,AsamiImai,Gossiping,32,14,3,"法國「被動安樂死」爭議11年的結局：植物人蘭伯拔管逝世
http://uc.udn.com.tw/photo/2019/07/12/99/6554427.jpg
圖為巴黎聖敘爾比斯教堂外，手持「為Vincent Lambert沉思」的天主教徒示威者。 圖／歐新社

「但願他的死，能為世間帶來啟示。」在法國纏訟11年的「被動安樂死」爭議，因車禍而癱瘓的植物人文森．蘭伯（Vincent Lambert），今年7月終於確定拔除生命維持系統，在11日逝世，享年42歲。由於安樂死在法國並不合法，加上蘭伯的家族對於是否該繼續維持生命，分裂對立的兩派拉扯，為此告上法院訴訟長達11年，蘭伯家族的善終爭執，不僅引起法國社會的激烈爭辯，人權與生命權的拉扯，也讓教宗和聯合國介入關心。蘭伯的生死難題已告一段落，但法國社會對於安樂死的反思，依然是難解的生命習題。

蘭伯是一位精神科護理師，2008年時因為一場車禍意外，導致全身癱瘓成為植物人。當時醫生判定，蘭伯的腦部重度損傷、已沒有復元的可能，僅能依靠生命維持系統繼續保有存活狀態。蘭伯能夠自行呼吸，眼睛也有偶爾出現的移動，但醫生仍表示蘭伯無法與外界溝通，也沒有機會恢復。

不過由於安樂死在法國並未合法，因此醫師僅建議蘭伯的家屬停止治療、放棄維持生命系統，以「被動安樂死」的消極方式來結束蘭伯的痛苦。但是這個決定不僅引發法國的倫理爭議，蘭伯的家族之間也因此演變為兩派的拉扯爭奪。

蘭伯的妻子瑞秋（Rachel Lambert）支持放棄治療、給蘭伯一個「善終」。瑞秋表示，蘭伯在成為植物人之前，就曾經明確說過「不希望自己已這種狀態苟活」，因此在醫療診斷沒有恢復可能之下，選擇放棄治療是「對蘭伯最好的決定」。

但是蘭伯的父母卻是大力反對，認為應該讓蘭伯「繼續活下去」，主張拔除生命系統的行為等同於謀殺，並指責醫院事先都未和父母討論處置事宜。篤信天主教的父母也強調，應當善待所有生命、只要給蘭伯更好的照顧，他的身體狀態會有所改善、甚至有恢復的可能。
http://uc.udn.com.tw/photo/2019/07/12/99/6554429.jpg
圖為蘭伯父母的神經醫學顧問，在日內瓦的聯合國人權理事會上作證。 圖／法新社
http://uc.udn.com.tw/photo/2019/07/12/99/6554435.jpg
圖為沮喪、自稱盡力的蘭伯爸爸。 圖／路透社

不過因為蘭伯沒有留下任何明確的意願證據，家族也因此分裂成被動安樂死派與維持生命派的兩造對立；蘭伯的8名兄弟姊妹，其中有6人支持妻子，另外2人選擇站在父母這一邊。蘭伯的生死爭議，也讓雙方對簿公堂，為了能否拔除維生系統而纏訟多年。

經歷長達10年的訴訟，蘭伯案原本在今年5月已確定要停止維生系統，結果就在5月20日準備拔除系統當天，巴黎上訴法院逆轉判決，又恢復了蘭伯的生命系統。爭議的訴訟拉扯，也讓法國社會再度掀起辯論：被動安樂死是否合乎倫理道德？是否應該讓蘭伯好死善終？乃至於法國是否應藉此機會考慮安樂死合法化，都成為輿論和雙方支持者的爭辯。

教宗方濟各（Pope Francis）在5月時，針對蘭伯案的爭議，透過官方Twitter呼籲：要「保護生命，從生命的開始到自然終結，這都是天賜的禮物。」蘭伯的父母也持續奔走，幾次透過歐洲人權法院、聯合國人權理事會的管道，希望藉由外力的介入關心，來繼續維繫蘭伯的性命。

不過在5月的逆轉才決之後，蘭伯案的訴訟仍在一個月後塵埃落定。6月28日，法國最高上訴法院裁定，可以合法終止維生系統來結束蘭伯的生命——這也是蘭伯案的最終判決。

在今年7月2日開始，醫生陸續將蘭伯的維生系統移除，首先拔除灌食管，預計將在一週左右的時間死亡，期間醫院仍會維持必要的生理照護，靜待蘭伯的「深沉鎮靜地無痛逝去」。8日時蘭伯進行最後的系統拔除，長年來為維護蘭伯生命而奔走的父母，最後時刻也圍繞在蘭伯身旁，遺憾地表示：

「事已至此，我們已經沒有轉圜的餘地。太遲了，蘭伯要走了。」

法國時間7月11日上午8點24分，歷經長達11年的癱瘓植物人狀態，文森．蘭伯逝世，享年42歲。支持蘭伯被動安樂死的妹妹瑪莉（Marie），在離開醫院後也向媒體表示：「我非常訝異，很難相信他們會花這麼多年時間打官司...，我認為這是對蘭伯來說，最合理而且尊重他的方式。」

「但願蘭伯的死，能為這個社會帶來更多對於生命的啟示。」蘭伯的離世，讓這個生死難題的爭辯終於告一段落，不過在法國掀起的社會效應仍有漣漪。根據《法新社》報導，因為蘭伯案的訴訟，民眾對於醫療遺囑的訂立詢問度增多；然而對於安樂死的不同立場爭辯，目前依然是難解的生命習題。
http://uc.udn.com.tw/photo/2019/07/12/99/6554431.jpg
「事已至此，我們已經沒有轉圜的餘地。太遲了，蘭伯要走了。」到醫院準備兒子後事的蘭伯媽媽。 圖／路透社
http://global.udn.com/global_vision/story/8662/3924490"
[問卦]植物人、失智症可以立法事先約定安樂死,2019/07/15,19:20:36,https://www.ptt.cc/bbs/Gossiping/M.1563247598.A.16C.html,syearth,Gossiping,22,10,1,"請問一下


就很多腦袋僵化的人

一直跳針說植物人 失智症 說不定很想繼續活下去



那簡單 安樂死法案可規定

完全行為能力之人可 事先書面約定哪種情形願意(全身癱瘓 植物人 失智症)安樂死


不就沒問題了?
"
[問卦]日子難過的人可以申請安樂死嗎,2019/07/17,09:09:55,https://www.ptt.cc/bbs/Gossiping/M.1563383757.A.107.html,mykarma,Gossiping,66,6,7,"松山車站有一位常見的長髮街友大哥

常常在B1的公共座位區閒晃發楞


幾天前我在車站坐著划手機時

突然眼前一個人影晃過來  然後是一股刺鼻味

是他 他直接坐到了我旁邊  外套蓋在我手上

我當下不敢動作太大  慢慢收回手

只見他另一側的大叔整個驚慌失措的跳起來走開

我想這樣的舉動可能會傷到街友的心  但自己又忍受不了這味道

於是假裝抬頭張望  看看列車時刻  然後緩緩地離開座位

離開時回頭瞄了一下

剛好對上他望著我的眼睛

我心中不禁一愣  想說我的裝模作樣地假裝原本就要離開 還是太刻意了嗎?

思考一會  很是感傷


在車站周邊的街友不少  我相信會搭火車的人都看過

不曉得他們怎麼過活

是被騙錢嗎  還是工作不順無法翻身嗎

為什麼有些有車有房的人還要選擇自殺(感情因素??)

這些街友卻選擇堅強活下去呢

台灣的未來  日子過不下去的人  可以向醫院申請安樂死嗎?


深夜 理性 認真 誤戰
"
[問卦]欸欸欸為什麼安樂死這麼貴？,2019/07/17,10:51:41,https://www.ptt.cc/bbs/Gossiping/M.1563389865.A.0B2.html,NightStick,Gossiping,12,4,2,"印象那誰，傅達仁

想要去北歐哪個國家安樂死

要價好像要千萬

為什麼安樂死這麼貴呀？

不就是打毒藥而已嗎？

如果怕痛就再打一針麻醉藥

應該幾萬就可以了吧？

"
[問卦]為啥只准病患安樂死的八卦?,2019/07/18,00:02:56,https://www.ptt.cc/bbs/Gossiping/M.1563437341.A.D56.html,IOP14759,Gossiping,33,15,1,"有沒有憑什麼只准病患安樂死的八卦?

講真的，通常想死的人絕對都是思考很久之後才會付諸行動的

但是現在國際上只准病患安樂死，而且也是要通過層層篩選

明明以現在的醫療科技水準可以讓人飲下藥物後安然死去

直接允許安樂死明標價碼不就好了嗎?

總比跳樓割腕燒煤氣之類的更好吧?隨便亂死很浪費社會成本耶

去登記買藥走流程總比自己自殺造成屍臭凶宅之類更有制度吧?

明標價碼既營利還能節省社會成本，怎麼想都不虧血賺

484因為重病的人沒生產力才允許他們可以掌控自己的死亡?

而正常人有生產力，如果讓他們能自由選擇死亡，那掌權者就崩潰了

資本家就是靠勞工製造需求/供給需求來賺中間價差

有勞動能力的民眾(X)奴才(O)才是資本社會的根本

說到底用人權來反對安樂死普及化的根本就是資本的走狗

我自己是還沒活夠，但是同理心來說，哪天我活膩時還去先得重病不是很麻煩嗎
"
[問卦]通過安樂死是不是就贏了?,2019/07/24,06:03:58,https://www.ptt.cc/bbs/Gossiping/M.1563977403.A.724.html,wwewcwwwf,Gossiping,10,2,1,"很多國家阿 都有安樂死制度


國外很多植物人 漸凍人 半身不遂的

想提早結束生命 就申請安樂死

記得前陣子 瑞士還哪一國的殘障奧運金牌

因為受不了這生活 就去申請安樂死


台灣很多 家庭因為付不出醫療費

殺了長久昏迷 或下輩子無法生活的親人

然後自行投案

不然就長期失業 找不到工作 得到重度憂鬱症的人

跑去路上 危害他人 或直接帶家人自殺


是不是台灣通過安樂死 就有機會取得平民老百姓的信任了?

有沒有這八卦?

P.S 有安樂死 我第一個自願報名



"
[新聞]強制配種13年種馬頸椎斷裂安樂死,2019/07/31,05:17:10,https://www.ptt.cc/bbs/Gossiping/M.1564579392.A.D9D.html,medama,Gossiping,70,39,4,"1.媒體來源:外電報導
https://dot.asahi.com/dot/2019073000092.html?page=1
史上第２匹無敗３冠馬「DEEP IMPACT」（17歲 雄），

本月28日因頸椎疼痛接受手術，但隔天就無法站立

30日早上頸椎骨折，醫生判斷無法治療，

就於當天將其安樂死。

「DEEP IMPACT」在2007~2018年，每年都配種200次以上，

許多由牠配種出來的馬都有很好的戰績，

每次配種可收取4000萬日圓，

今年從二月開始配種，三月就因脖子疼痛而暫停配種，只配種了20次左右。

雖然養馬場表示已經以價制量，試圖減輕牠的負擔，

但也承認多次配種或許是導致牠頸椎受傷的原因。


"
[新聞]誤中捕獸套索苗栗石虎傷重安樂死,2019/08/01,05:15:08,https://www.ptt.cc/bbs/Gossiping/M.1564665673.A.AAD.html,choco7,Gossiping,20,10,1,"中央社

誤中捕獸套索 苗栗石虎傷重安樂死
https://www.cna.com.tw/news/asoc/201908010344.aspx
（中央社記者管瑞平苗栗縣1日電）苗栗縣石虎遭路殺事件頻傳，日前又傳出山區有石虎
因誤中捕獸套索，兩腿、尾巴嚴重腐爛，經獸醫師評估只能安樂死，是
縣內今年第15隻因
遭外力而無辜殞命的石虎
。

苗栗縣政府農業處自然生態保育科長張葦今天表示，7月16日有農民在山區發現一隻遭捕
獸套索受傷的石虎，經農業處轉送農委會特生中心，獸醫師檢查傷勢，該隻母石虎的兩隻
後腳和尾巴均嚴重腐爛，兩腳都無法救回，只能忍痛讓牠在麻醉中安樂死。

張葦指出，這隻石虎是誤中類似俗稱「山豬吊」的捕獸套索而受傷，過去也曾有過石虎遭
獸鋏夾傷，但因此致死的，這是第一起，累計今年遭路殺等外力死亡石虎，已經達到15隻
。

農業處表示，
農委會在野生動物保育法已增訂禁止使用金屬製套索，作為獵捕工具
，若使
用獸鋏、毒物或其他方式，任意虐待傷害動物，違反野生動物保育法與動物保護法，
，呼籲民眾如發現獸鋏、獵具等陷阱，協助通報清除，農業處也會派員加強巡查
。

臉書粉專「石虎保育大使 阿虎加油」指出，日本西表島開放合法獵人在特定期間獵捕山
豬，也曾有西表山貓物種套索而受傷，經學者、地方政府和在地獵人協商後的因應對策，
就是請獵人配合每天巡視陷阱，讓誤中套索的西表山貓有機會及時受到救援，在傷勢不嚴
重下能在醫療後痊癒和野放。

粉專中提到，台灣因為山豬危害農作問題，且套索材料取得容易，許多淺山地區也會有人
放置套索，應有對策來因應避免類似憾事一再發生。（編輯：林沂鋒）


苗栗有苗栗的玩法
"
[問卦]安樂死有在努力推動嗎？,2019/08/11,02:18:58,https://www.ptt.cc/bbs/Gossiping/M.1565519100.A.C29.html,mianbowhow,Gossiping,24,10,5,"小弟廢人一個

畢業後工作23100 沒前途沒人愛

想自殺 怕死不透 如果不小心變成重殘

還要連累家人照顧 變成累贅

如果有安樂死就能無後顧之憂

雖說安樂死八卦版各位很推崇

但是社會上好像也沒什麼團體在努力推動

到底要等到何時呢？多活一天都是痛苦


"
[問卦]支持安樂死合法化嗎？,2019/08/11,07:00:26,https://www.ptt.cc/bbs/Gossiping/M.1565535989.A.A9E.html,dasein19,Gossiping,29,16,0,"人生經歷過什麼之後，很自然的開始思考死亡這件事。
雖然臺灣已經有《安寧緩和條例》跟《病人自主權利法》了，
但這些都僅限於特定疾病，而且只是消極的讓病人走而已。
可能還是有很多疾病與痛苦沒辦法被舒緩或解決。
況且《安寧緩和條例》推動了快20年，但大概50萬人註記而已吧......

感覺很困難的同婚都能通過了，為什麼有關每個人的安樂死不行？
然後傅達仁先生的故事之後，安樂死的議題就熱度減退了。
最近很驚訝的在臉書上看到有名立委要開始推動安樂死的法案，
但他也說寫出法案條文最簡單，最難的是社會大眾持續公開的討論。
講這麼多，只是個人私心很想以後能在臺灣就可以接受安樂死啦！

所以想問大家支不支持安樂死在臺灣合法化呢？


附上某位開始推動安樂死法案的立委臉書：
https://tinyurl.com/yyee6a93
以及某位Youtuber從倫理角度分析安樂死：
https://tinyurl.com/y5z9f7r8"
[問卦]開放安樂死？,2019/08/18,09:27:16,https://www.ptt.cc/bbs/Gossiping/M.1566149598.A.75F.html,Machinator,Gossiping,25,8,3,"假如哪天台灣開放安樂死 條件也放得很寬

例如不需要重病纏身 不需要年齡限制

只要你覺得厭世 生活痛苦覺得累

就算年紀輕輕 也可以選擇安樂死 登出人生Online


若是這樣 台灣會變得怎樣啊？

感覺很多年輕人會想登出刷首抽欸


"
Re:[問卦]開放安樂死？,2019/08/18,09:42:31,https://www.ptt.cc/bbs/Gossiping/M.1566150513.A.82A.html,wen12305,Gossiping,27,5,6,"一直很想問，到底要求安樂死要幹嘛
想死的話隨便市中心找個高樓跳下來不是一樣沒有痛苦？還不需要其他事前準備
稍微麻煩一點的燒炭也算安樂死的一種啊，一樣簡單方便又不需要清理屍塊血水

到底？？要安樂死幹嘛啊
根本不需要啊 無法理解在想三小
"
Re:[問卦]開放安樂死？,2019/08/18,11:12:45,https://www.ptt.cc/bbs/Gossiping/M.1566155927.A.72A.html,Aziz,Gossiping,6,3,0,"你們有問過安樂嗎？
為什麼要安樂死
安樂想活下去
安樂想要安安樂樂的活到120歲
安樂錯了嗎？

欸 誰按門鈴 誰啦
什麼歡樂司"
Re:[問卦]開放安樂死？,2019/08/18,15:44:32,https://www.ptt.cc/bbs/Gossiping/M.1566172234.A.C96.html,kisaraki1976,Gossiping,12,4,1,"1、很多大醫院、看護體系會支撐不住，原來可以賺10年的病床，賺沒10天就自己申請安
樂了。

2、「被安樂死」的謀殺或加工自殺事件會激增，而且冷不防醫院也變成共犯。

3、名字叫做安樂的人或設施會變少。

大概4這樣。
"
Re:[問卦]開放安樂死？,2019/08/18,16:47:29,https://www.ptt.cc/bbs/Gossiping/M.1566176015.A.B76.html,redgogo,Gossiping,4,1,0,"以台灣環境,很難放寬
尤其立委還在選舉考量之下更難立法將安樂死合法化
寧願去通過個啥 長照 來變成家屬及政府的累贅
還以為 長照 那些躺在病床的就能 下病床 去投票勒
實際上變成家屬的累贅,反倒還更不願去投票投給那些高唱長照多好的選舉人
(呵呵,不就是英女皇嘛),所以台灣環境,現階段有這類人還是難推動安樂死
禍害遺千年(遺留在台灣)而已,早死還能省的看台灣越來越爛
那有那麼簡單方便
要燒炭不用找燒炭材料,準備
要跳樓不用找那裡的高樓能一跳就死
不然 傅達仁 那需要 花錢去遠渡國外才能安樂死"
[問卦]長照跟安樂死怎麼選！？,2019/08/28,02:40:20,https://www.ptt.cc/bbs/Gossiping/M.1566989182.A.614.html,xzcb2008,Gossiping,28,6,2,"長照跟安樂死

我個人是覺得

已現在醫療水平

大家的確壽命增加了

健康也比較有

但只是延長老年的時間

在所謂的真正長壽還沒出來前

意思是不會老化的確切因子出現

個人覺得永遠都是痛苦的

也因此我認為現階段安樂死

的需要性大約長照

否則就是需要發展急凍生物科技

能保存生命知道可以減緩老化

否則長照養老是有錢人的議題

對於窮苦人家只是拖磨以及苦痛

受害的不過是活著的人

受苦的也只是將死的人

說那麼多為了勞動力

其實有誰願意從事這樣的工作？

別說笑了

老實說我如果以後成功了有機會

我真的會籌組安樂死聯盟

臺灣不行的想死的真的可以去先進國

或者是彼此成立互助互相協助安樂死

否則長照議題

不過是一種政府斂財的管道而已

如果當你活著

只是因為怕死

那就是解決怕死的問題

不就是安樂死嗎？

為啥要繞遠路這是我一直無法理解的

有八卦嗎？

"
[問卦]親身體會安樂死重要性的卦？,2019/08/28,08:16:23,https://www.ptt.cc/bbs/Gossiping/M.1567009345.A.3A5.html,makelovehero,Gossiping,7,1,1,"剛剛在家運動一半胃痛到炸很想吐
去廁所吐一吐吐完馬上恢復了一半
發現嘴裡液體超酸
跟水果醋汁差不多

那時我開始思考人生
這種是吐出來就會好的狀況
但得癌症是會吐但吐了不會好又會一直想吐

如果要死之前都要這樣子
不如安樂死

深刻感受所謂安樂死
就跟睡覺沒啥兩樣
"
[問卦]如果安樂死合法，多少鄉民會選擇安樂死？,2019/08/30,06:09:27,https://www.ptt.cc/bbs/Gossiping/M.1567174529.A.330.html,goipait,Gossiping,100,64,4,"目前全世界只有 瑞士、比利時、荷蘭有安樂死的相關規定

而且比利時還允許未成年人也可以適用安樂死

假設台灣也通過安樂死的相關法規，

而且跟比利時一樣寬鬆的話

多少鄉民會選擇安樂死

有沒有八卦？
"
Re:[問卦]如果安樂死合法，多少鄉民會選擇安樂死？,2019/08/30,07:16:04,https://www.ptt.cc/bbs/Gossiping/M.1567178527.A.2B1.html,ffreakk,Gossiping,6,2,0,"最近有一部韓劇在探討安樂死

劇中的醫生男主角車耀漢說

現在生與死的界線很模糊

醫生不是醫治疾病

是在尋找讓病人幸福的方法






如果

死亡比承受病痛幸福

不管心理的生理的病痛

是一個不錯的選擇
"
Re:[問卦]如果安樂死合法，多少鄉民會選擇安樂死？,2019/08/30,07:23:03,https://www.ptt.cc/bbs/Gossiping/M.1567178946.A.F5B.html,Machinator,Gossiping,12,4,0,"台灣如果開放安樂死 而且不限年紀 只要成年就好

也不管你有沒有疾病 絕對一堆人排隊等著要登出人生

說穿了就是台灣的就業環境太鳥 每個人壓力大

加上每天看IG 一堆人出國旅遊 PO美食美照

相對剝奪感極大 看久了心情就不好

我不知道台灣每年多少人自殺

如果政府敢公開的話 我想一定很嚇人
"
Re:[問卦]如果安樂死合法，多少鄉民會選擇安樂死？,2019/08/30,07:30:15,https://www.ptt.cc/bbs/Gossiping/M.1567179377.A.59D.html,happinessi,Gossiping,22,3,2,"安樂死才是增加經濟繁榮的方法

安樂死前，生前存款跟房子通通變賣變現花掉，可以增加台灣經濟繁榮，台灣就不會有那
麼多房蟲跟待在醫院等死或進行看似有效的醫療行為的病人。

不過中間牽涉到太多利益，包括建商、醫院、藥商、公司、財團、宗教，所以一定被以違
反善良風俗的爛藉口擋住。

當我們都知道生命是有限時，才會盡力去過好每一天，充實精神上而非物質上的財富，因
為生不帶來死不帶走。

"
Re:[問卦]如果安樂死合法，多少鄉民會選擇安樂死？,2019/08/30,08:58:32,https://www.ptt.cc/bbs/Gossiping/M.1567184678.A.10A.html,firebm,Gossiping,17,6,2,"哈哈
台灣也有 立委 想推動了
院總第 1155 號 委員提案第 23149 號
https://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/07/09/LCEWA01_090709_00018.pdf
可惜的是 門檻 還是 很高
還搞啥《病人自主權利法》，賦予其拒絕醫療之權利。
說穿了 : 拒絕醫療能有多少用處,搞不好 還 讓病人 更 痛 苦
不用藥不吃藥,要死也死不成,要活也活不好反倒讓會痛的病況還更痛
安樂死還能省得當累贅
看來也只有 KMT 會提案能提案,DPP只會 搞 長照 來累人又累己
還自詡啥 民主 , 死 不就是最好印證是否自主的權利
"
[爆卦]綠黨公開支持安樂死！,2019/08/31,23:23:22,https://www.ptt.cc/bbs/Gossiping/M.1567322964.A.71B.html,noonecare,Gossiping,48,9,10,"剛剛看水管，出現綠黨的宣傳廣告。直接說綠黨支持安樂死，要讓安樂死合法化，讓癌末
病患走得更舒服。

然後說政黨票請投綠黨。各位鄉民明年選舉有沒有開始心動了呢？
https://i.imgur.com/K72zvGg.jpg
https://i.imgur.com/hHU1RiZ.jpg
台灣一堆民族是要認同誰
是整個政黨欸
那我放照片
鄉民不是很支持安樂死的
沒空
原來是個天天看跳板仔高潮的小朋友"
[問卦]65歲強制安樂死,2019/09/03,02:09:24,https://www.ptt.cc/bbs/Gossiping/M.1567505726.A.D21.html,Racing5566,Gossiping,93,17,21,"突然閃過這個偏激的概念

我認為人類社會之所以停滯
就是因為壽命太長 太過安逸

人人都仗著被醫療進步所延長的壽命苟活
而且多數的資源浪費在毫無節制的延長壽命

更慘的是社會階級也隨著壽命增長變得流動緩慢
老人無法退休 年輕人無法往上
上級決策跟基層脫節

如果讓人類壽命上限在一定年齡
就會給浪費生命的人一定的急迫性
並且醫療科技也不用再浪費在延長壽命
而是讓正常年齡的人更加健康
社會階級流動也會正常化
上級決策不會因為都是老人把持而走偏
社會資源將用在未來而不是過去


有沒有65歲強制安樂死的八卦？
"
[問卦]台灣何時才能安樂死?,2019/09/11,05:43:11,https://www.ptt.cc/bbs/Gossiping/M.1568209754.A.6FF.html,gn01765288,Gossiping,20,10,5,"不如直接仿照瑞士制度 放寬善終限制

有些人生命最後幾年活得很沒尊嚴

躺在醫院倒數計時

躺床上不能說話插鼻胃管

真的不知道這樣躺幾年有何意義

明明都是無效醫療了

還不給人選擇的權利

支持人可以選擇有尊嚴的走

安樂死在台灣何時才能真正實行呢!?
"
